ClusterId,ClusterName,CTV3Code,Description
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPKW,Frisian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPL5,Faeroese language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPL6,Fijian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPL7,Galician language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPL8,Esperanto language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPL9,Estonian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLA,Corsican language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLB,Danish language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLD,Kalaallisut language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLE,Catalan language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLF,Belarusian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLH,Indonesian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLI,Breton language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLJ,Bislama language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLK,Bihari language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLL,Assamese language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLM,Armenian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLR,Central Khmer language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLT,Burmese language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLc,Aymara language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLd,Afrikaans language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLf,Azerbaijani language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLg,Basque language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLj,Afar language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLk,Abkhazian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLm,Dzongkha language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLo,Zulu language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLr,Zhuang language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLu,Uzbek language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLv,Oromo language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLw,Yiddish language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPLy,Rundi language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPM2,Tibetan language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPM4,Tsonga language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPM6,Tatar language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMC,Twi language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPME,Telugu language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMO,Tongan language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMV,Turkmen language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMX,Slovenian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMY,Swati language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMZ,Southern Sotho language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMa,Tajik language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMb,Sindhi language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMe,Sundanese language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMg,Samoan language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMk,Tswana language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMn,Quechua language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMp,Sango language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMw,Uighur language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPMz,Oriya language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPN1,Nepali language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPN5,Occitan language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPN7,Nauru language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPNC,Romansh language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPND,Xhosa language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaR7A,Preferred method of communication: British Sign Language
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaR7H,Uses lipspeaker
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaR7L,Uses manual note taker
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaR7P,Uses British Sign Language interpreter
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaYB3,Requires deafblind communicator guide
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xabsf,Sign Supported English interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xac4M,Visual frame sign language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xac4N,Hands-on signing interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xac5M,Requires manual note taker
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xac5N,Requires lipspeaker
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XacJE,Uses deafblind intervener
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XacJF,Requires deafblind manual alphabet interpreter
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XacJG,Requires deafblind block alphabet interpreter
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XacJI,Requires deafblind haptic communication interpreter
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XacYA,Requires speech to text reporter
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xach1,Aragonese interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xach2,Avaric interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xach3,Avestan interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xach4,Bashkir interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xach5,Bambara interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xach6,Bosnian interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xach7,Chamorro interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xach8,Chechen interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xach9,Church Slavic interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachA,Chuvash interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachB,Cornish interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachC,Cree interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachD,Dhivehi interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachF,Ewe interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachH,Western Frisian interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachI,Fulah interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachJ,Scottish Gaelic interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachK,Irish interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachL,Manx interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachM,Haitian interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachN,Serbo-Croatian interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachO,Herero interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachP,Hiri Motu interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachQ,Ido interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachR,Nuosu interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachS,Interlingua interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachT,Kanuri interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachU,Kikuyu interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachV,Komi interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachW,Kongo interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachX,Kuanyama interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachY,Latin interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XachZ,Limburgan interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xacha,Luxembourgish interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachb,Luba-Katanga interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachc,Marshallese interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xache,Navajo interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachf,South Ndebele interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachg,North Ndebele interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachh,Ndonga interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachj,Norwegian Nynorsk interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachk,Norwegian Bokmal interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachl,Nyanja interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachn,Ojibwa interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachp,Ossetian interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachq,Pali interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachs,Sanskrit interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xacht,Northern Sami interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachu,Sardinian interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachw,Tahitian interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachy,Venda interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xachz,Volapuk interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xaci0,Walloon interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xaci1,Wolof interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xaci2,Chinese interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xacoi,Interpreter needed for language A - F
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xacoj,Interpreter needed for language G - M
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xacok,Interpreter needed for language N - S
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xacol,Interpreter needed for language T - Z
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xad28,Uses sign language
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xad2A,Uses Deafblind Manual Alphabet
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Xad89,Requires sighted guide
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaeuB,Romany language interpreter needed
DRSTR1,Stroke disease codes,Eu01.,Vascular dementia
DRSTR1,Stroke disease codes,G61..,Intracerebral haemorrhage (& [cerebrovasc accident due to])
DRSTR1,Stroke disease codes,G610.,Cortical haemorrhage
DRSTR1,Stroke disease codes,G611.,Internal capsule haemorrhage
DRSTR1,Stroke disease codes,G612.,Basal ganglia haemorrhage
DRSTR1,Stroke disease codes,G613.,Cerebellar haemorrhage
DRSTR1,Stroke disease codes,G614.,Pontine haemorrhage
DRSTR1,Stroke disease codes,G615.,Bulbar haemorrhage
DRSTR1,Stroke disease codes,G616.,External capsule haemorrhage
DRSTR1,Stroke disease codes,G618.,"Intracerebral haemorrhage, multiple localised"
DRSTR1,Stroke disease codes,G61z.,Intracerebral haemorrhage NOS
DRSTR1,Stroke disease codes,G63y0,Cerebral infarct due to thrombosis of precerebral arteries
DRSTR1,Stroke disease codes,G63y1,Cerebral infarction due to embolism of precerebral arteries
DRSTR1,Stroke disease codes,G640.,Cerebral thrombosis
DRSTR1,Stroke disease codes,G6400,Cerebral infarction due to thrombosis of cerebral arteries
DRSTR1,Stroke disease codes,G641.,Cerebral embolus
DRSTR1,Stroke disease codes,G6410,Cerebral infarction due to embolism of cerebral arteries
DRSTR1,Stroke disease codes,G64z.,Infarct (& [cerebell] or [cerebral NOS] or [brainstem NOS])
DRSTR1,Stroke disease codes,G64z1,Wallenberg syndrome
DRSTR1,Stroke disease codes,G66..,CVA - cerebrovascular accident (& unspecified [& stroke])
DRSTR1,Stroke disease codes,G660.,Middle cerebral artery syndrome
DRSTR1,Stroke disease codes,G661.,Anterior cerebral artery syndrome
DRSTR1,Stroke disease codes,G662.,Posterior cerebral artery syndrome
DRSTR1,Stroke disease codes,G663.,Brainstem stroke syndrome
DRSTR1,Stroke disease codes,G664.,Cerebellar stroke syndrome
DRSTR1,Stroke disease codes,G667.,Left sided cerebral hemisphere cerebrovascular accident
DRSTR1,Stroke disease codes,G668.,Right sided cerebral hemisphere cerebrovascular accident
DRSTR1,Stroke disease codes,G6760,"Cereb infarct due cerebral venous thrombosis, non-pyogenic"
DRSTR1,Stroke disease codes,G6X..,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
DRSTR1,Stroke disease codes,Gyu62,[X]Other intracerebral haemorrhage
DRSTR1,Stroke disease codes,Gyu63,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
DRSTR1,Stroke disease codes,Gyu64,[X]Other cerebral infarction
DRSTR1,Stroke disease codes,Gyu65,[X]Occlusion and stenosis of other precerebral arteries
DRSTR1,Stroke disease codes,Gyu66,[X]Occlusion and stenosis of other cerebral arteries
DRSTR1,Stroke disease codes,Gyu6F,"[X]Intracerebral haemorrhage in hemisphere, unspecified"
DRSTR1,Stroke disease codes,Gyu6G,[X]Cereb infarct due unsp occlus/stenos precerebr arteries
DRSTR1,Stroke disease codes,X00D1,Cerebrovascular accident
DRSTR1,Stroke disease codes,X00D3,CVA - cerebral artery occlusion
DRSTR1,Stroke disease codes,X00D4,Infarction - precerebral
DRSTR1,Stroke disease codes,X00D5,Anterior cerebral circulation infarction
DRSTR1,Stroke disease codes,X00D6,Total anterior cerebral circulation infarction
DRSTR1,Stroke disease codes,X00D7,Partial anterior cerebral circulation infarction
DRSTR1,Stroke disease codes,X00D8,Posterior cerebral circulation infarction
DRSTR1,Stroke disease codes,X00D9,Brainstem infarction NOS
DRSTR1,Stroke disease codes,X00DA,Lacunar infarction
DRSTR1,Stroke disease codes,X00DB,Pure motor lacunar infarction
DRSTR1,Stroke disease codes,X00DC,Pure sensory lacunar infarction
DRSTR1,Stroke disease codes,X00DD,Pure sensorimotor lacunar infarction
DRSTR1,Stroke disease codes,X00DE,Lacunar ataxic hemiparesis
DRSTR1,Stroke disease codes,X00DF,Dysarthria-clumsy hand syndrome
DRSTR1,Stroke disease codes,X00DG,Multi-infarct state
DRSTR1,Stroke disease codes,X00DI,Haemorrhagic cerebral infarction
DRSTR1,Stroke disease codes,X00DJ,Anterior cerebral circulation haemorrhagic infarction
DRSTR1,Stroke disease codes,X00DK,Posterior cerebral circulation haemorrhagic infarction
DRSTR1,Stroke disease codes,X00DL,Massive supratentorial cerebral haemorrhage
DRSTR1,Stroke disease codes,X00DM,Lobar cerebral haemorrhage
DRSTR1,Stroke disease codes,X00DN,Subcortical cerebral haemorrhage
DRSTR1,Stroke disease codes,X00DO,Thalamic haemorrhage
DRSTR1,Stroke disease codes,X00DP,Lacunar haemorrhage
DRSTR1,Stroke disease codes,X00DQ,Brainstem haemorrhage
DRSTR1,Stroke disease codes,X00DR,Stroke of uncertain pathology
DRSTR1,Stroke disease codes,X00DS,Anterior circulation stroke of uncertain pathology
DRSTR1,Stroke disease codes,X00DT,Posterior circulation stroke of uncertain pathology
DRSTR1,Stroke disease codes,XE0VF,Cerebral parenchymal haemorrhage
DRSTR1,Stroke disease codes,XE0VJ,Cerebral infarction NOS
DRSTR1,Stroke disease codes,XE0X2,(Cereb infarc)(cerebrovas acc)(undef stroke/CVA)(stroke NOS)
DRSTR1,Stroke disease codes,XE2aB,Stroke and cerebrovascular accident unspecified
DRSTR1,Stroke disease codes,Xa00I,Occipital cerebral infarction
DRSTR1,Stroke disease codes,Xa00J,Cerebellar infarction
DRSTR1,Stroke disease codes,Xa00K,Brainstem infarction
DRSTR1,Stroke disease codes,Xa00L,Benedict syndrome
DRSTR1,Stroke disease codes,Xa00M,Wallenberg syndrome
DRSTR1,Stroke disease codes,Xa00N,Foville syndrome
DRSTR1,Stroke disease codes,Xa00O,Millard-Gubler syndrome
DRSTR1,Stroke disease codes,Xa00P,Weber syndrome
DRSTR1,Stroke disease codes,Xa00Q,Claude syndrome
DRSTR1,Stroke disease codes,Xa00R,Top of basilar syndrome
DRSTR1,Stroke disease codes,Xa0Bj,Intracerebellar and posterior fossa haemorrhage
DRSTR1,Stroke disease codes,Xa0kZ,Cerebral infarction
DRSTR1,Stroke disease codes,Xa1hE,Extension of cerebrovascular accident
DRSTR1,Stroke disease codes,Xa6YV,Embolus of circle of Willis
DRSTR1,Stroke disease codes,XaB4Z,Multiple lacunar infarcts
DRSTR1,Stroke disease codes,XaBEC,Left sided cerebral infarction
DRSTR1,Stroke disease codes,XaBED,Right sided cerebral infarction
DRSTR1,Stroke disease codes,XaBM4,"Left sided intracerebral haemorrhage, unspecified"
DRSTR1,Stroke disease codes,XaBM5,"Right sided intracerebral haemorrhage, unspecified"
DRSTR1,Stroke disease codes,XaEGq,Stroke NOS
DRSTR1,Stroke disease codes,XaJgQ,Infarction of basal ganglia
DRSTR1,Stroke disease codes,XaQbK,Pure motor lacunar syndrome
DRSTR1,Stroke disease codes,XaQbM,Pure sensory lacunar syndrome
DRSTR2,TIA codes,Fyu55,[X]Other transnt cerebral ischaemic attacks+related syndroms
DRSTR2,TIA codes,G65..,(Drop attack) or (trans cereb isch) or (verteb-basil insuff)
DRSTR2,TIA codes,G650.,Basilar artery syndrome
DRSTR2,TIA codes,G651.,Vertebral artery syndrome
